campagne.x	staal	datum.x	fractie	soort	aantal	AFDW	jaar	staalcode	campagne.y	tidaal	datum.y	real_X	real_Y	Z	geomorf	ecotoop_werkelijk	SalZone	Vallei_deel	Omessegment	KRWzone	ecotoop_gepland
SP18	DO_SP_02	1535414400	500	18	6	5e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	1000	21	1	0.0023	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	500	21	2	3e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	1000	33	1	0.0029	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	500	35	1	5e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	1000	43	2	9e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	500	43	4	7e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	1000	53	5	3e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP18	DO_SP_02	1535414400	500	53	25	9e-04	1	16	2	1	1535414400	142145.42	225081.082	3.306	5	6	1	5	12	7	2
SP19	DO_SP_03	1568678400	1000	61	1	0.2847	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	1000	33	3	0.0145	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	1000	35	3	0.0045	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	500	52	86	0.0011	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	500	21	3	6e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	500	33	1	6e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	1000	21	1	4e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	500	64	3	3e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	1000	59	1	2e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP19	DO_SP_03	1568678400	1000	64	1	1e-04	2	16	5	1	1568678400	142195.602	225114.253	2.527	9	6	1	5	12	7	NA
SP18	DO_SP_03	1535414400	500	18	1	0	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	21	1	0.0011	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	500	21	7	4e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	33	7	0.008	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	500	33	1	4e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	35	1	8e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	54	1	5e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	59	1	1e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	500	63	3	0	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	1000	67	2	2e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP18	DO_SP_03	1535414400	500	67	44	7e-04	1	16	2	1	1535414400	142195.584	225114.297	2.453	5	6	1	5	12	7	2
SP19	DO_SP_04	1568678400	1000	35	13	0.0161	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	1000	46	1	0.0032	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	500	52	71	0.0011	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	500	35	4	9e-04	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	500	33	3	8e-04	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	1000	21	3	7e-04	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP19	DO_SP_04	1568678400	1000	59	1	3e-04	2	16	5	1	1568678400	142243.534	225147.57	1.642	7	6	1	5	12	7	NA
SP18	DO_SP_04	1535414400	1000	18	1	6e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	500	18	3	1e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	500	21	3	5e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	1000	35	2	0.0013	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	1000	53	3	4e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	500	53	35	9e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP18	DO_SP_04	1535414400	500	63	10	7e-04	1	16	2	1	1535414400	142243.567	225147.598	1.587	5	6	1	5	12	7	2
SP19	DO_SP_05	1568678400	1000	46	1	0.006	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	1000	35	4	0.0043	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	1000	41	1	0.0019	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	35	0	0.0012	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	52	57	8e-04	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	37	3	6e-04	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	21	2	5e-04	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	1000	48	1	2e-04	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	33	1	0	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP19	DO_SP_05	1568678400	500	59	0	0	2	16	5	1	1568678400	142272.313	225167.825	0.932	7	4	1	5	12	7	NA
SP18	DO_SP_05	1535414400	1000	33	0	0.0015	1	16	2	1	1535414400	142272.295	225167.827	0.889	5	4	1	5	12	7	2
SP18	DO_SP_05	1535414400	1000	35	2	0.0032	1	16	2	1	1535414400	142272.295	225167.827	0.889	5	4	1	5	12	7	2
SP18	DO_SP_05	1535414400	1000	53	2	3e-04	1	16	2	1	1535414400	142272.295	225167.827	0.889	5	4	1	5	12	7	2
SP18	DO_SP_05	1535414400	500	53	40	9e-04	1	16	2	1	1535414400	142272.295	225167.827	0.889	5	4	1	5	12	7	2
SP19	DU_SP_01	1568073600	500	52	189	0.0208	2	17	5	1	1568073600	135318.057	199919.953	3.845	9	3	6	2	14	2	NA
SP19	DU_SP_01	1568073600	1000	52	122	0.016	2	17	5	1	1568073600	135318.057	199919.953	3.845	9	3	6	2	14	2	NA
SP18	DU_SP_01	1536710400	1000	53	153	0.028	1	17	2	1	1536624000	135317.974	199919.924	3.843	15	3	6	2	14	2	2
SP18	DU_SP_01	1536710400	500	53	109	0.0103	1	17	2	1	1536624000	135317.974	199919.924	3.843	15	3	6	2	14	2	2
SP19	DU_SP_02	1568073600	500	52	161	0.0172	2	17	5	1	1568073600	135318.712	199919.31	3.632	9	3	6	2	14	2	NA
SP19	DU_SP_02	1568073600	1000	52	26	0.004	2	17	5	1	1568073600	135318.712	199919.31	3.632	9	3	6	2	14	2	NA
SP18	DU_SP_02	1536710400	500	49	1	0	1	17	2	1	1536624000	135318.756	199919.251	3.706	15	3	6	2	14	2	2
SP18	DU_SP_02	1536710400	1000	53	51	0.0088	1	17	2	1	1536624000	135318.756	199919.251	3.706	15	3	6	2	14	2	2
SP18	DU_SP_02	1536710400	500	53	194	0.0197	1	17	2	1	1536624000	135318.756	199919.251	3.706	15	3	6	2	14	2	2
SP19	DU_SP_03	1568073600	1000	52	92	0.0142	2	17	5	1	1568073600	135321.148	199917.765	2.968	9	6	6	2	14	2	NA
SP19	DU_SP_03	1568073600	500	52	127	0.0103	2	17	5	1	1568073600	135321.148	199917.765	2.968	9	6	6	2	14	2	NA
SP18	DU_SP_03	1536710400	1000	53	56	0.0144	1	17	2	1	1536624000	135321.111	199917.785	3.039	15	6	6	2	14	2	2
SP18	DU_SP_03	1536710400	500	53	83	0.0096	1	17	2	1	1536624000	135321.111	199917.785	3.039	15	6	6	2	14	2	2
SP19	DU_SP_04	1568073600	500	52	182	0.0141	2	17	5	1	1568073600	135325.368	199915.684	2.34	9	6	6	2	14	2	NA
SP19	DU_SP_04	1568073600	1000	52	46	0.0068	2	17	5	1	1568073600	135325.368	199915.684	2.34	9	6	6	2	14	2	NA
SP18	DU_SP_04	1536710400	500	49	5	0	1	17	2	1	1536624000	135325.331	199915.628	2.435	15	6	6	2	14	2	2
SP18	DU_SP_04	1536710400	1000	53	73	0.0111	1	17	2	1	1536624000	135325.331	199915.628	2.435	15	6	6	2	14	2	2
SP18	DU_SP_04	1536710400	500	53	138	0.0081	1	17	2	1	1536624000	135325.331	199915.628	2.435	15	6	6	2	14	2	2
SP19	DU_SP_05	1568073600	500	52	100	0.0049	2	17	5	1	1568073600	135331.763	199911.86	1.874	9	4	6	2	14	2	NA
SP19	DU_SP_05	1568073600	1000	52	33	0.0033	2	17	5	1	1568073600	135331.763	199911.86	1.874	9	4	6	2	14	2	NA
SP18	DU_SP_05	1536710400	500	49	5	0	1	17	2	1	1536624000	135331.93	199911.868	1.659	15	4	6	2	14	2	2
SP18	DU_SP_05	1536710400	1000	53	14	0.0015	1	17	2	1	1536624000	135331.93	199911.868	1.659	15	4	6	2	14	2	2
SP18	DU_SP_05	1536710400	500	53	49	0.0019	1	17	2	1	1536624000	135331.93	199911.868	1.659	15	4	6	2	14	2	2
SP18	DU18_01	1535673600	1000	31	0	0	1	18	1	1	1535673600	133029.916	198975.884	5.504	15	3	6	2	14	2	4
SP18	DU18_01	1535673600	500	49	13	0	1	18	1	1	1535673600	133029.916	198975.884	5.504	15	3	6	2	14	2	4
SP18	DU18_01	1535673600	500	53	7	0.0011	1	18	1	1	1535673600	133029.916	198975.884	5.504	15	3	6	2	14	2	4
SP18	DU18_02	1536019200	1000	53	168	0.0195	1	18	1	1	1536019200	135406.36	199903.461	4.327	15	3	6	2	14	2	4
SP18	DU18_02	1536019200	500	53	237	0.0128	1	18	1	1	1536019200	135406.36	199903.461	4.327	15	3	6	2	14	2	4
SP18	DU18_03	1536019200	500	49	1	0	1	18	1	1	1536105600	136416.414	199524.73	4.411	15	3	6	2	14	2	4
SP18	DU18_03	1536019200	1000	53	114	0.0244	1	18	1	1	1536105600	136416.414	199524.73	4.411	15	3	6	2	14	2	4
SP18	DU18_03	1536019200	500	53	196	0.0227	1	18	1	1	1536105600	136416.414	199524.73	4.411	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	500	8	1	3e-04	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	500	13	3	0.001	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	1000	25	2	0.0023	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	1000	32	1	4e-04	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	500	49	62	0	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	1000	53	4	5e-04	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_04	1535673600	500	53	70	0.0025	1	18	1	1	1535673600	127034.28	198327.115	5.372	15	3	6	2	14	2	4
SP18	DU18_05	1535587200	1000	25	1	0.0032	1	18	1	1	1535587200	130767.958	199322.594	5.355	4	3	6	2	14	2	4
SP18	DU18_05	1535587200	500	31	0	0	1	18	1	1	1535587200	130767.958	199322.594	5.355	4	3	6	2	14	2	4
SP18	DU18_06	1536796800	1000	53	113	0.0265	1	18	1	1	1536796800	136077.967	199945.599	3.465	15	6	6	2	14	2	7
SP18	DU18_06	1536796800	500	53	124	0.011	1	18	1	1	1536796800	136077.967	199945.599	3.465	15	6	6	2	14	2	7
SP18	DU18_07	1536105600	1000	53	302	0.0433	1	18	1	1	1536105600	135751.875	200153.042	3.765	15	6	6	2	14	2	7
SP18	DU18_07	1536105600	500	53	312	0.0231	1	18	1	1	1536105600	135751.875	200153.042	3.765	15	6	6	2	14	2	7
SP18	DU18_08	1536796800	1000	53	1	0.0011	1	18	1	1	1536796800	135761.237	200044.833	1.505	15	6	6	2	14	2	7
SP18	DU18_08	1536796800	500	53	9	9e-04	1	18	1	1	1536796800	135761.237	200044.833	1.505	15	6	6	2	14	2	7
SP18	DU18_09	1535587200	500	49	8	0	1	18	1	1	1535587200	131924.434	199802.277	4.283	15	6	6	2	14	2	7
SP18	DU18_09	1535587200	1000	53	283	0.0253	1	18	1	1	1535587200	131924.434	199802.277	4.283	15	6	6	2	14	2	7
SP18	DU18_09	1535587200	500	53	1876	0.0828	1	18	1	1	1535587200	131924.434	199802.277	4.283	15	6	6	2	14	2	7
SP18	DU18_10	1536019200	1000	53	20	0.0045	1	18	1	1	1536019200	135077.186	199758.814	2.688	15	6	6	2	14	2	7
SP18	DU18_10	1536019200	500	53	23	0.0029	1	18	1	1	1536019200	135077.186	199758.814	2.688	15	6	6	2	14	2	7
SP18	DU18_11	1535587200	1000	53	381	0.0595	1	18	1	1	1535587200	131202.693	199634.163	3.455	15	4	6	2	14	2	5
SP18	DU18_11	1535587200	500	53	766	0.0357	1	18	1	1	1535587200	131202.693	199634.163	3.455	15	4	6	2	14	2	5
SP18	DU18_12	1536105600	500	49	2	0	1	18	1	1	1536105600	135822.745	200070.087	1.263	15	4	6	2	14	2	5
SP18	DU18_12	1536105600	1000	53	4	4e-04	1	18	1	1	1536105600	135822.745	200070.087	1.263	15	4	6	2	14	2	5
SP18	DU18_12	1536105600	500	53	31	0.0013	1	18	1	1	1536105600	135822.745	200070.087	1.263	15	4	6	2	14	2	5
SP18	DU18_13	1536710400	1000	53	9	0.001	1	18	1	1	1536796800	134628.535	199850.671	1.28	6	4	6	2	14	2	5
SP18	DU18_13	1536710400	500	53	39	0.0024	1	18	1	1	1536796800	134628.535	199850.671	1.28	6	4	6	2	14	2	5
SP18	DU18_14	1534809600	500	13	1	1e-04	1	18	1	1	1534809600	132398.244	199730.769	1.74	15	7	6	2	14	2	5
SP18	DU18_14	1534809600	500	49	0	0	1	18	1	1	1534809600	132398.244	199730.769	1.74	15	7	6	2	14	2	5
SP18	DU18_14	1534809600	1000	53	20	0.0045	1	18	1	1	1534809600	132398.244	199730.769	1.74	15	7	6	2	14	2	5
SP18	DU18_14	1534809600	500	53	59	0.0044	1	18	1	1	1534809600	132398.244	199730.769	1.74	15	7	6	2	14	2	5
SP18	DU18_15	1534809600	1000	53	46	0.0079	1	18	1	1	1534809600	133954.826	199401.772	1.896	15	4	6	2	14	2	5
SP18	DU18_15	1534809600	500	53	143	0.0096	1	18	1	1	1534809600	133954.826	199401.772	1.896	15	4	6	2	14	2	5
SP18	DU18_16	1536019200	500	49	1	0	1	18	1	2	1536019200	129868.543	199230.22	2.451	5	4	6	2	14	2	8
SP18	DU18_16	1536019200	1000	53	2	0.001	1	18	1	2	1536019200	129868.543	199230.22	2.451	5	4	6	2	14	2	8
SP18	DU18_16	1536019200	500	53	15	0.0012	1	18	1	2	1536019200	129868.543	199230.22	2.451	5	4	6	2	14	2	8
SP18	DU18_17	1537747200	1000	31	0	0	1	18	1	2	1537747200	136353.2368	199940.0065	-6.738983	15	7	6	2	14	2	8
SP18	DU18_17	1537747200	500	31	0	0	1	18	1	2	1537747200	136353.2368	199940.0065	-6.738983	15	7	6	2	14	2	8
SP18	DU18_18	1537747200	1000	31	0	0	1	18	1	2	1537747200	136109.6771	199997.6057	-10.134464	15	7	6	2	14	2	8
SP18	DU18_18	1537747200	500	31	0	0	1	18	1	2	1537747200	136109.6771	199997.6057	-10.134464	15	7	6	2	14	2	8
SP18	DU18_19	1537747200	1000	53	8	0.0021	1	18	1	2	1537747200	132797.7582	199410.9523	-5.509987	6	7	6	2	14	2	8
SP18	DU18_19	1537747200	500	53	14	0.0024	1	18	1	2	1537747200	132797.7582	199410.9523	-5.509987	6	7	6	2	14	2	8
SP18	DU18_20	1537747200	1000	53	5	0.0013	1	18	1	2	1537747200	134291.4552	199607.2755	-3.105183	15	7	6	2	14	2	8
SP18	DU18_20	1537747200	500	53	11	0.0015	1	18	1	2	1537747200	134291.4552	199607.2755	-3.105183	15	7	6	2	14	2	8
SP18	DU18_21	1537747200	1000	53	3	0.0017	1	18	1	2	1537747200	135217.2957	199785.9019	-12.837891	15	7	6	2	14	2	6
SP18	DU18_21	1537747200	500	53	12	9e-04	1	18	1	2	1537747200	135217.2957	199785.9019	-12.837891	15	7	6	2	14	2	6
SP18	DU18_22	1537747200	1000	31	0	0	1	18	1	2	1537747200	136357.6341	199075.5779	-6.827301	15	7	6	2	14	2	6
SP18	DU18_22	1537747200	500	31	0	0	1	18	1	2	1537747200	136357.6341	199075.5779	-6.827301	15	7	6	2	14	2	6
SP18	DU18_23	1537747200	1000	31	0	0	1	18	1	2	1537747200	135464.0272	200162.9046	-8.350548	15	4	6	2	14	2	6
SP18	DU18_23	1537747200	500	53	4	0.001	1	18	1	2	1537747200	135464.0272	200162.9046	-8.350548	15	4	6	2	14	2	6
SP18	DU18_24	1537747200	1000	31	0	0	1	18	1	2	1537747200	136391.657	199068.9244	-9.170189	15	5	6	5	6	5	6
SP18	DU18_24	1537747200	500	53	1	2e-04	1	18	1	2	1537747200	136391.657	199068.9244	-9.170189	15	5	6	5	6	5	6
SP18	DU18_25	1537747200	1000	31	0	0	1	18	1	2	1537747200	136374.3868	199940.0632	-6.119484	15	7	6	2	14	2	6
SP18	DU18_25	1537747200	500	53	1	2e-04	1	18	1	2	1537747200	136374.3868	199940.0632	-6.119484	15	7	6	2	14	2	6
SP19	DU19_01	1568592000	1000	25	2	0.0166	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	500	24	0	3e-04	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	500	13	5	0	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	500	23	1	0	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	1000	25	3	0	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	500	49	2	0	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_01	1568592000	500	52	3	0	2	19	4	1	1568592000	126915.962	198319.938	5.666	9	3	6	2	14	2	NA
SP19	DU19_02	1569456000	1000	31	0	0	2	19	4	1	1569456000	133024.872	198985.959	5.779	9	3	6	2	14	2	NA
SP19	DU19_02	1569456000	500	31	0	0	2	19	4	1	1569456000	133024.872	198985.959	5.779	9	3	6	2	14	2	NA
SP19	DU19_03	1569456000	1000	31	0	0	2	19	4	1	1569456000	133430.921	199331.621	5.7	9	3	6	2	14	2	NA
SP19	DU19_03	1569456000	500	52	0	0	2	19	4	1	1569456000	133430.921	199331.621	5.7	9	3	6	2	14	2	NA
SP19	DU19_04	1569801600	1000	23	1	0.0014	2	19	4	1	1569801600	134555.278	199791.629	5.454	9	3	6	2	14	2	NA
SP19	DU19_04	1569801600	500	52	20	0.0013	2	19	4	1	1569801600	134555.278	199791.629	5.454	9	3	6	2	14	2	NA
SP19	DU19_04	1569801600	1000	52	3	5e-04	2	19	4	1	1569801600	134555.278	199791.629	5.454	9	3	6	2	14	2	NA
SP19	DU19_04	1569801600	500	16	1	0	2	19	4	1	1569801600	134555.278	199791.629	5.454	9	3	6	2	14	2	NA
SP19	DU19_04	1569801600	500	49	1	0	2	19	4	1	1569801600	134555.278	199791.629	5.454	9	3	6	2	14	2	NA
SP19	DU19_05	1569801600	1000	52	7	0.0017	2	19	4	1	1569801600	135459.365	200088.342	3.964	7	3	6	2	14	2	NA
SP19	DU19_05	1569801600	500	52	10	0.0014	2	19	4	1	1569801600	135459.365	200088.342	3.964	7	3	6	2	14	2	NA
SP19	DU19_05	1569801600	500	49	1	0	2	19	4	1	1569801600	135459.365	200088.342	3.964	7	3	6	2	14	2	NA
SP19	DU19_05	1569801600	500	56	1	0	2	19	4	1	1569801600	135459.365	200088.342	3.964	7	3	6	2	14	2	NA
SP19	DU19_06	1569456000	500	52	319	0.0263	2	19	4	1	1569456000	132853.933	199277.014	4.036	9	6	6	2	14	2	NA
SP19	DU19_06	1569456000	1000	52	152	0.0208	2	19	4	1	1569456000	132853.933	199277.014	4.036	9	6	6	2	14	2	NA
SP19	DU19_06	1569456000	500	49	1	0	2	19	4	1	1569456000	132853.933	199277.014	4.036	9	6	6	2	14	2	NA
SP19	DU19_07	1569801600	500	52	125	0.0086	2	19	4	1	1569801600	136421.397	199578.522	2.449	7	6	6	2	14	2	NA
SP19	DU19_07	1569801600	1000	52	39	0.0071	2	19	4	1	1569801600	136421.397	199578.522	2.449	7	6	6	2	14	2	NA
SP19	DU19_08	1569456000	500	52	480	0.0343	2	19	4	1	1569456000	132361.83	199718.212	4.303	9	6	6	2	14	2	NA
SP19	DU19_08	1569456000	1000	52	90	0.0115	2	19	4	1	1569456000	132361.83	199718.212	4.303	9	6	6	2	14	2	NA
SP19	DU19_09	1569801600	1000	52	67	0.0138	2	19	4	1	1569801600	136367.851	199858.642	4.569	7	6	6	2	14	2	NA
SP19	DU19_09	1569801600	500	52	75	0.0108	2	19	4	1	1569801600	136367.851	199858.642	4.569	7	6	6	2	14	2	NA
SP19	DU19_10	1569801600	1000	52	62	0.0117	2	19	4	1	1569801600	135436.516	200050.228	2.441	9	6	6	2	14	2	NA
SP19	DU19_10	1569801600	500	52	135	0.0071	2	19	4	1	1569801600	135436.516	200050.228	2.441	9	6	6	2	14	2	NA
SP19	DU19_11	1568592000	500	52	85	0.005	2	19	4	1	1568592000	128516.465	199226.449	4.51	NA	4	6	2	14	2	NA
SP19	DU19_11	1568592000	1000	52	3	9e-04	2	19	4	1	1568592000	128516.465	199226.449	4.51	NA	4	6	2	14	2	NA
SP19	DU19_11	1568592000	500	22	2	0	2	19	4	1	1568592000	128516.465	199226.449	4.51	NA	4	6	2	14	2	NA
SP19	DU19_11	1568592000	1000	49	1	0	2	19	4	1	1568592000	128516.465	199226.449	4.51	NA	4	6	2	14	2	NA
SP19	DU19_11	1568592000	500	49	70	0	2	19	4	1	1568592000	128516.465	199226.449	4.51	NA	4	6	2	14	2	NA
SP19	DU19_12	1569456000	500	52	323	0.0261	2	19	4	1	1569456000	133874.88	199327.653	2.095	7	4	6	2	14	2	NA
SP19	DU19_12	1569456000	1000	52	90	0.0203	2	19	4	1	1569456000	133874.88	199327.653	2.095	7	4	6	2	14	2	NA
SP19	DU19_12	1569456000	1000	49	1	0	2	19	4	1	1569456000	133874.88	199327.653	2.095	7	4	6	2	14	2	NA
SP19	DU19_12	1569456000	500	49	6	0	2	19	4	1	1569456000	133874.88	199327.653	2.095	7	4	6	2	14	2	NA
SP19	DU19_13	1569456000	500	52	161	0.0053	2	19	4	1	1569456000	132800.324	199395.427	2.31	7	4	6	2	14	2	NA
SP19	DU19_13	1569456000	1000	52	17	0.0027	2	19	4	1	1569456000	132800.324	199395.427	2.31	7	4	6	2	14	2	NA
SP19	DU19_13	1569456000	500	49	1	0	2	19	4	1	1569456000	132800.324	199395.427	2.31	7	4	6	2	14	2	NA
SP19	DU19_14	1569456000	1000	52	87	0.0156	2	19	4	1	1569456000	134107.663	199500.304	1.92	9	4	6	2	14	2	NA
SP19	DU19_14	1569456000	500	52	70	0.0046	2	19	4	1	1569456000	134107.663	199500.304	1.92	9	4	6	2	14	2	NA
SP19	DU19_15	1569456000	1000	52	151	0.0285	2	19	4	1	1569456000	131796.468	199825.449	2.647	9	4	6	2	14	2	NA
SP19	DU19_15	1569456000	500	52	272	0.0222	2	19	4	1	1569456000	131796.468	199825.449	2.647	9	4	6	2	14	2	NA
SP19	DU19_15	1569456000	500	49	2	0	2	19	4	1	1569456000	131796.468	199825.449	2.647	9	4	6	2	14	2	NA
SP19	DU19_16	1569456000	500	52	198	0.0117	2	19	4	2	1569456000	130667.875	199270.906	2.424	7	7	6	2	14	2	NA
SP19	DU19_16	1569456000	1000	52	42	0.0085	2	19	4	2	1569456000	130667.875	199270.906	2.424	7	7	6	2	14	2	NA
SP19	DU19_16	1569456000	500	49	4	0	2	19	4	2	1569456000	130667.875	199270.906	2.424	7	7	6	2	14	2	NA
SP19	DU19_17	1569456000	500	52	73	0.0072	2	19	4	2	1569456000	132409.633	199721.7	1.773	8	7	6	2	14	2	NA
SP19	DU19_17	1569456000	1000	52	10	0.0021	2	19	4	2	1569456000	132409.633	199721.7	1.773	8	7	6	2	14	2	NA
SP19	DU19_17	1569456000	500	13	1	0	2	19	4	2	1569456000	132409.633	199721.7	1.773	8	7	6	2	14	2	NA
SP19	DU19_18	1569801600	500	52	4	3e-04	2	19	4	2	1569801600	136430.435338	199732.65291	NA	8	7	6	2	14	2	NA
SP19	DU19_18	1569801600	1000	52	1	1e-04	2	19	4	2	1569801600	136430.435338	199732.65291	NA	8	7	6	2	14	2	NA
SP19	DU19_19	1569801600	1000	52	1	6e-04	2	19	4	2	1569801600	135523.979626	200166.299958	NA	7	7	6	2	14	2	NA
SP19	DU19_19	1569801600	500	52	2	1e-04	2	19	4	2	1569801600	135523.979626	200166.299958	NA	7	7	6	2	14	2	NA
SP19	DU19_20	1569801600	500	52	10	0.001	2	19	4	2	1569801600	135695.127373	200139.131122	NA	7	7	6	2	14	2	NA
SP19	DU19_20	1569801600	1000	52	1	1e-04	2	19	4	2	1569801600	135695.127373	200139.131122	NA	7	7	6	2	14	2	NA
